SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,.,8513,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1937,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1052,0,0,1769,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1971,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,144000
160,RM,21,1683,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,7,5,2003,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,674,547,0,1627,0,0,1,1,3,1,TA,7,Typ,0,,,.,,0,,,N,203,0,0,0,0,0,,,,0,4,2006,WD,Abnorml,92500
20,RL,68,8565,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,6,6,,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,Ex,Y,FuseA,1528,0,0,1423,0,0,1,0,4,1,TA,7,Min,1,Gd,Basment,1957,Unf,1,TA,TA,Y,118,78,0,0,0,0,,,,0,5,2010,WD,Normal,145500
30,RL,.,7449,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,7,5,1973,1950,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,790,0,0,1243,0,0,1,0,2,1,TA,4,Typ,2,TA,,.,,0,,,Y,0,0,0,0,0,0,,GdWo,,0,4,2006,WD,Abnorml,101000
180,RM,21,1599,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,6,5,1993,1973,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,528,463,0,1656,1,0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973,Unf,1,TA,TA,Y,122,101,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,92000
20,RL,.,17874,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,2007,1996,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1682,0,0,1570,0,0,2,0,4,1,Gd,7,Typ,0,,Attchd,1996,Unf,2,TA,TA,Y,154,0,0,0,0,0,,,,0,6,2007,WD,Normal,171000
20,RL,70,9119,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2005,2001,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1493,0,0,1271,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2001,RFn,2,TA,TA,Y,122,100,0,0,0,0,,,,0,5,2006,WD,Normal,210000
60,RL,120,13978,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,6,5,1992,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,1119,1090,0,,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2005,Fin,3,TA,TA,Y,150,95,0,0,0,0,,,,0,8,2006,New,Partial,301000
20,RL,80,10403,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1960,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1355,0,0,1330,1,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979,RFn,2,TA,TA,Y,242,141,0,0,0,0,,,,0,8,2007,WD,Normal,193350
50,RM,51,6123,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1962,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,996,589,0,1383,0,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1938,Unf,1,Fa,TA,Y,191,0,34,150,0,0,,,,0,2,2009,WD,Normal,151000
30,RL,45,8215,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,3,2005,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,Fa,BrkTil,TA,Fa,No,Rec,Unf,GasA,TA,N,FuseF,866,0,0,1457,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1938,Unf,1,TA,Fa,Y,0,0,96,0,0,0,,,,0,6,2010,WD,Normal,59500
60,RL,110,14280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1219,1169,0,1415,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003,Fin,3,TA,TA,Y,194,228,0,0,0,0,,,,0,1,2007,WD,Normal,351000
90,RL,70,9845,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,7,5,1968,1962,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,,,,,,GasA,TA,Y,SBrkr,1226,0,0,1979,0,0,2,0,2,2,TA,6,Typ,0,,CarPort,1962,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,102800
70,RM,60,9603,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,9,2005,2005,Gambre,CompShg,MetalSd,MetalSd,None,0,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,691,690,0,1133,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928,Unf,2,TA,TA,N,0,0,116,0,0,0,,,,0,10,2008,WD,Normal,162000
20,RL,85,14539,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1995,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1631,0,0,1254,1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002,Fin,3,TA,TA,Y,0,252,0,0,0,0,,,,0,11,2007,WD,Normal,271000
20,RL,65,8532,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1981,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1436,0,0,1480,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,TA,TA,Y,292,39,0,0,0,0,,,,0,4,2009,WD,Normal,190000
20,RL,.,8128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2005,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1656,0,0,1537,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002,Unf,3,TA,TA,Y,0,136,0,0,0,0,,,,0,2,2006,WD,Normal,231000
50,RM,60,5523,Pave,,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1999,1997,Gable,CompShg,AsbShng,AsbShng,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,567,652,0,1459,1,0,1,0,3,1,TA,6,Typ,1,Gd,BuiltIn,1920,RFn,1,Fa,TA,Y,0,0,180,0,0,0,,MnPrv,,0,4,2008,WD,Normal,116000
20,RL,64,7317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1234,0,0,1267,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2007,RFn,2,TA,TA,Y,134,0,0,0,0,0,,,,0,2,2009,WD,Normal,195500
20,RL,.,8641,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,6,6,1987,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,927,0,0,1138,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1990,Unf,2,TA,TA,Y,205,74,0,0,0,0,,,,0,10,2006,WD,Normal,134500
160,RM,21,1872,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,7,6,2004,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,485,505,0,1144,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1987,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,107000
60,RL,110,13443,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,6,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,190,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1150,1403,0,1315,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2006,Fin,3,TA,TA,Y,122,39,0,0,0,0,,,,0,3,2007,New,Partial,339931
20,RM,56,9839,Pave,Gr,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Gd,N,SBrkr,1135,0,0,1303,1,0,1,0,3,1,TA,7,Typ,0,,Detchd,2008,Unf,1,TA,TA,Y,0,175,0,0,0,0,,,,0,12,2008,WD,Abnorml,144000
20,RL,.,9793,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1958,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,1330,0,0,1415,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963,Unf,2,TA,TA,Y,0,26,0,0,0,0,,,,0,6,2010,WD,Normal,144000
20,RL,70,7766,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1999,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,1285,0,0,1502,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1980,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008,WD,Normal,141000
85,RL,50,7692,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,7,8,1998,1972,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,BLQ,GasA,Gd,Y,SBrkr,798,0,0,1633,0,1,1,0,2,1,TA,4,Typ,0,,Detchd,1998,Unf,1,TA,TA,Y,140,0,0,0,0,0,,MnPrv,,0,7,2009,WD,Normal,132900
20,RL,74,7453,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,2000,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,1076,0,0,1513,0,0,1,0,2,1,Gd,6,Min,1,Gd,Detchd,1966,Unf,2,TA,TA,Y,0,72,0,0,0,0,,GdWo,,0,1,2007,WD,Normal,125000
60,FV,75,9515,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,6,5,1928,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,962,1359,0,1914,1,0,2,1,3,1,Gd,8,Typ,1,Ex,BuiltIn,2005,Fin,2,TA,TA,Y,0,246,0,0,0,0,,,,0,6,2006,New,Partial,295323
20,RL,.,10828,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1959,1983,Gable,CompShg,WdShing,Plywood,BrkFace,174,Gd,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,1262,0,0,1358,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1983,Unf,2,TA,TA,Y,154,0,0,0,0,0,,,,0,7,2008,WD,Normal,182900
30,C,120,18003,Grvl,,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,4,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,896,0,0,1681,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1994,RFn,3,TA,TA,Y,0,20,0,0,0,0,,,Shed,560,8,2008,ConL,Normal,82000
20,RL,85,10939,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,6,5,1997,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1506,0,0,1471,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006,Fin,2,TA,TA,Y,146,0,0,0,0,0,,,,0,9,2006,New,Partial,200000
160,RL,24,2311,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1997,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,806,745,0,1338,0,0,2,1,3,1,TA,7,Typ,1,TA,Detchd,1976,RFn,2,TA,TA,Y,110,0,0,0,0,0,,,,0,9,2009,WD,Normal,147000
160,RL,75,10765,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,2000,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,628,592,0,1574,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980,RFn,1,TA,TA,Y,0,28,0,0,0,0,,,,0,4,2009,WD,Normal,121000
50,RL,60,9123,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1135,688,0,1526,1,0,2,0,4,1,TA,8,Typ,0,,Detchd,1925,Unf,1,TA,TA,N,0,100,0,0,0,0,,GdPrv,,0,6,2008,WD,Normal,185000
20,RL,.,12163,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2007,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,1190,0,0,1357,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959,RFn,2,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2010,COD,Abnorml,143000
120,RL,60,8121,Pave,,Reg,HLS,AllPub,Inside,Gtl,StoneBr,PosN,PosN,TwnhsE,1Story,6,5,2000,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,178,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1712,0,0,1574,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007,RFn,2,TA,TA,Y,158,48,0,0,0,0,,,,0,7,2008,WD,Normal,335000
60,FV,72,8643,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1998,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,934,921,0,1383,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009,RFn,2,TA,TA,Y,170,108,0,0,0,0,,,,0,7,2009,New,Partial,253678
160,FV,24,2648,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,5,5,1965,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,766,678,0,2141,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,1999,Unf,2,TA,TA,Y,208,0,0,0,0,0,,,,0,11,2007,WD,Normal,175000
20,RL,65,7444,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1942,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1488,0,0,1495,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006,RFn,2,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007,WD,Normal,182000
20,RL,64,7409,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1222,0,0,1201,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2006,RFn,2,TA,TA,Y,107,54,0,0,0,0,,,,0,7,2006,New,Partial,195000
50,RM,50,6003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,2007,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseA,850,349,0,1457,0,1,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1973,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2010,WD,Normal,129000
120,FV,32,3787,Pave,Pa,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,5,5,1956,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1567,0,0,1729,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006,Fin,2,TA,TA,Y,0,120,0,0,0,0,,,,0,2,2007,New,Partial,194800
80,RL,.,12098,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1996,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,GasA,TA,Y,SBrkr,1447,0,0,1385,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964,RFn,2,TA,TA,Y,182,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,159000
20,RL,50,6956,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,7,1966,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,876,0,0,1129,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1971,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,ConL,Normal,131000
60,RL,.,12731,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1985,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1533,909,0,1733,1,0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,2001,Fin,2,TA,TA,Y,186,121,0,0,0,0,,,,0,1,2007,WD,Normal,276000
50,RL,50,7503,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,1993,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,902,413,0,1572,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1953,Unf,2,TA,TA,Y,0,28,0,0,0,0,,,,0,10,2006,WD,Normal,128000
180,RM,21,1473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,6,6,1992,1970,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,632,0,0,1594,1,0,1,0,1,1,TA,3,Typ,0,,,.,,0,,,Y,0,0,0,0,0,0,,,,0,4,2006,WD,Normal,74000
20,RL,.,9319,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,,5,2003,1965,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,1022,0,0,1343,0,0,2,0,3,1,TA,5,Typ,0,,Attchd,1965,Unf,1,TA,TA,Y,173,0,0,0,0,0,,MnPrv,,0,5,2009,Oth,Family,125100
20,RL,80,9253,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,2001,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,1058,0,0,1213,0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1954,Unf,1,TA,TA,Y,392,0,0,0,0,0,,,,0,7,2007,WD,Normal,140400
70,RL,60,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,2004,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,577,561,0,1246,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1971,RFn,2,TA,TA,Y,258,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,156000
20,RL,77,8596,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1984,1957,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,909,0,0,1869,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1964,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,110008
60,RL,.,13703,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1996,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,904,919,0,1492,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965,Unf,2,TA,TA,Y,62,84,0,0,273,0,,GdPrv,,0,5,2008,WD,Normal,202800
20,RL,77,10875,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122,Gd,TA,PConc,Ex,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1533,0,0,,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006,Fin,3,TA,TA,Y,186,52,0,0,0,0,,,,0,2,2009,WD,Normal,301000
190,RL,79,13113,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feed,2fmCon,1Story,7,6,1925,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1195,0,0,1642,1,0,2,0,2,1,TA,6,Typ,0,,Attchd,1972,Fin,2,TA,TA,Y,142,153,0,0,0,0,,MnPrv,,0,7,2006,WD,Normal,147500
20,RL,124,27700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,3,1961,1961,Shed,CompShg,Plywood,Plywood,CBlock,198,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,N,SBrkr,1610,0,0,1000,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1961,Unf,1,TA,Fa,Y,154,38,0,0,0,0,,,,0,11,2007,COD,Abnorml,81000
20,RL,73,16136,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,4,2004,1969,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,1178,0,0,1415,1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1969,Unf,1,TA,TA,Y,0,92,0,0,112,0,,,,0,12,2006,WD,Abnorml,120900
80,RL,.,10451,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1996,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1380,742,0,1554,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1972,RFn,2,TA,TA,Y,0,104,0,0,0,0,,GdPrv,,0,8,2009,COD,Abnorml,159000
